SKU,color,short_description,name,url,brand,description,price,img_urls,before_price,img_urls,,,,,,
https://www.amazon.com/BLU-Grand-Black-Factory-Unlocked/dp/B071G7RC7S,Black,"<ul class=""a-unordered-list a-vertical a-spacing-none"">
					
					
						<li><span class=""a-list-item""> 
							Dual Sim Smartphone, Android 7.0 Nougat
							
						</span></li>
					
						<li><span class=""a-list-item""> 
							5.0 inch HD Curved Glass display; 8MP Main Camera + 5MP Front Camera with Flash
							
						</span></li>
					
						<li><span class=""a-list-item""> 
							8GB Internal Memory 1GB RAM Micro SD up to 64GB
							
						</span></li>
					
						<li><span class=""a-list-item""> 
							1.3GHz Quad Core 64 Bit MediaTek Processor with Mali T720 GPU
							
						</span></li>
					
						<li><span class=""a-list-item""> 
							4G LTE(LTE 1/2/3/4/7/12/17/28), 3G(850/900/1700/1900/2100): GSM Quad band: US compatibility Nationwide on all GSM Networks including AT&amp;T, T-Mobile, Cricket, MetroPCS, Straight Talk, and others
							
						</span></li>
					
				</ul>","BLU Grand X LTE -Black Factory Unlocked Phone - 5"" Screen - 8GB - Black (U.S. Warranty)",https://www.amazon.com/BLU-Grand-Black-Factory-Unlocked/dp/B071G7RC7S,BLU,"<div id=""dpx-aplus-product-description_feature_div"">











        
        
        
  


















</div>",$69.99,"https://images-na.ssl-images-amazon.com/images/I/71qZT3tqCuL._SL1500_.jpg,https://images-na.ssl-images-amazon.com/images/I/71G89yDFeWL._SL1500_.jpg,https://images-na.ssl-images-amazon.com/images/I/81F5jOIVDBL._SL1500_.jpg,https://images-na.ssl-images-amazon.com/images/I/81hEe7OUf2L._SL1500_.jpg,https://images-na.ssl-images-amazon.com/images/I/91JjHr7c-3L._SL1500_.jpg,https://images-na.ssl-images-amazon.com/images/I/81oCqiq3rWL._SL1500_.jpg,https://images-na.ssl-images-amazon.com/images/I/81gfCFOCXSL._SL1500_.jpg",,https://images-na.ssl-images-amazon.com/images/I/71qZT3tqCuL._SL1500_.jpg,https://images-na.ssl-images-amazon.com/images/I/71G89yDFeWL._SL1500_.jpg,https://images-na.ssl-images-amazon.com/images/I/81F5jOIVDBL._SL1500_.jpg,https://images-na.ssl-images-amazon.com/images/I/81hEe7OUf2L._SL1500_.jpg,https://images-na.ssl-images-amazon.com/images/I/91JjHr7c-3L._SL1500_.jpg,https://images-na.ssl-images-amazon.com/images/I/81oCqiq3rWL._SL1500_.jpg,https://images-na.ssl-images-amazon.com/images/I/81gfCFOCXSL._SL1500_.jpg
,,,,,,,,,,,,,,,,
,,,,,,,,,,https://images-na.ssl-images-amazon.com/images/I/71qZT3tqCuL._SL1500_.jpg,,,,,,
,,,,,,,,,,https://images-na.ssl-images-amazon.com/images/I/71G89yDFeWL._SL1500_.jpg,,,,,,
,,,,,,,,,,https://images-na.ssl-images-amazon.com/images/I/81F5jOIVDBL._SL1500_.jpg,,,,,,
,,,,,,,,,,https://images-na.ssl-images-amazon.com/images/I/81hEe7OUf2L._SL1500_.jpg,,,,,,
,,,,,,,,,,https://images-na.ssl-images-amazon.com/images/I/91JjHr7c-3L._SL1500_.jpg,,,,,,
,,,,,,,,,,https://images-na.ssl-images-amazon.com/images/I/81oCqiq3rWL._SL1500_.jpg,,,,,,
,,,,,,,,,,https://images-na.ssl-images-amazon.com/images/I/81gfCFOCXSL._SL1500_.jpg,,,,,,
